Comments,HateSpeech,Emotion
? ???? ????,nonhate,happy
"????? ???????? ??????,",nonhate,happy
????? ?? ?????? ????? ?????? ,nonhate,happy
???? ????????,nonhate,happy
"??????? ???? ??, ?????? ???? ????? ???? ??? ??????",nonhate,happy
?? ????????? ????? ???? ,nonhate,happy
???????? ?? ?????? ??? ???????? ?????? ,nonhate,happy
?????? ???? ,nonhate,happy
??? ????? ,nonhate,happy
????? ?????? ,nonhate,happy
?????? ?????? ?????? ?????? ,nonhate,happy
?????? ???? ?????? ,nonhate,happy
?? ????? ??? ???? ???? ????? ?????? ????,nonhate,happy
??? ??????,nonhate,happy
????? ???? ???? ?????? ,nonhate,happy
???? ?? ????? ????? ????? ?????,nonhate,happy
?? ??? ??? ?? ?????????? ????? ???? ???????? ???? ???? ?????????,nonhate,happy
??????? ?? ????? ???? ??? ???????????? ???? ???? ???? ??????,nonhate,happy
??????  ??? ?? ???? ???  ???? ???,nonhate,happy
????????? ???? ???? ???? ????? ???? ??? ????? ???? ????,nonhate,happy
"???? ????? ????? ????? ?? ?????? ????? ???? ???? ??????? ???, ???? ????? ?????????",nonhate,happy
?????? ?????? ????? ??? ??? ,nonhate,happy
??? ?????? ?????,nonhate,happy
??? ??????? ????? ??????? ,nonhate,happy
????? ????????? ?????? ??? ???? ????! ,nonhate,happy
?????????? ??????? ?? ?? ?????? ,nonhate,happy
"??????, ??? ????? ????  ????? ????? ????",nonhate,happy
?????????? ??? ????? ?????? ???? ??????? ?? ???? ???? ???? ,nonhate,happy
?????????????? ??? ????? ????? ??? ???? ????? ????,nonhate,happy
???? ???? ?? ???? ?????? ?????,nonhate,happy
????? ?? ????????? ????? ????? ????,nonhate,happy
?????????? ??? ????? ,nonhate,happy
???? ??? ?? ????????,nonhate,happy
?? ???? ?????? ??? ? ???? ?? ?? ??? ?????,nonhate,happy
?????????? ??????? ???? ????? ???? ???? ,nonhate,happy
?????????? ??? ????? ,nonhate,happy
???? ??? ?? ???????,nonhate,happy
?? ??? ??? ?? ?????????? ????? ???? ???????? ???? ???? ?????????,nonhate,happy
????? ????????? ?????? ??? ???? ????! ,nonhate,happy
????? ????? ???? ?????? ??? ,nonhate,happy
??? ????????? ?????? ???? ???? ????? ??? ???? ??,nonhate,happy
??? ???????? ???? ????? ???? ,nonhate,happy
????? ??? ??? ???????? ????????? ???? ????? ???? ????,nonhate,happy
??????????  ????? ???????? ? ???????? ????? ??????? ?????,nonhate,happy
"????, ?????? ??? ??? ???? ????? ???? ????? ?????? ???? ????",nonhate,happy
???? ???? ??? ?????? ??? ?????? ????? ??? ??? ?? ????,nonhate,happy
"???, ??????????????, ???? ??? ???? ????? ?????",nonhate,happy
?? ???? ??? ???????? ????????? ?????? ??????? ???????,nonhate,happy
"?? ???? ????? ?????? ??, ???????? ??? ??? ",nonhate,happy
"?????????? ???????? ?? ?????, ?? ?????? ?????? ??? ????",nonhate,happy
???? ???? ????? ????? ????? ??????? ??????,nonhate,happy
???????? ??? ???????? ??????? ????? ???,nonhate,happy
???? ????? ??? ?? ?????,nonhate,happy
???? ????? ??? ????? ??? ,nonhate,happy
???????? ??????!,nonhate,happy
?????? ,nonhate,happy
?????? ???? ????? ??? ????????? ??? ????,nonhate,happy
?? ??? ????? ????? ???? ????,nonhate,happy
????????? ??????? ????? ,nonhate,happy
??-?????????? ?????? ???? ???? ???? ?????? ???? ??? ???????!,nonhate,happy
???? ??? ????? ??? ????? ???? ??? ????? ????????? ???? ?? ,nonhate,happy
?????? ??? ??????-??????’? ???? ??? ?????? ???????? ???? ??? ????,nonhate,happy
???? ???? ??? ????? ??????? ??? ??? ???? ?????? ???? ,nonhate,happy
????? ???? ??????????? ? ??? ?? ???????? ????????? ???? ????,nonhate,happy
?????? ??????? ???????,nonhate,happy
"??????????????, ????? ???????? ?? ????? ???? ???? ??????",nonhate,happy
???? ??? ?????? ?????????????? ?????? ???? ???? ??? ??? ??????????,nonhate,happy
??? ??? ???? ??????? ???? ?? ???? ????? ???? ??!,nonhate,happy
???????? ???? ?????? ??? ?????? ??? ????? ?????? ?????? ??? ??????? ?? ????? ???????,nonhate,happy
???? ??? ?????,nonhate,happy
??????? ????? ???????,nonhate,happy
?????? ??????? ???? ??????? ????,nonhate,happy
? ????? ???? ?????,nonhate,happy
??? ???? ???,nonhate,happy
???? ????? ????? ???? ?????,nonhate,happy
?????????????? ?????? ????? ?????????,nonhate,happy
????????? ?????,nonhate,happy
????? ???? ????????? ?????? ???????? ??? ?????????,nonhate,happy
?????????????? ???? ???? ?????? ???? ?????? ???? ???????? ????? ???,nonhate,happy
???? ??? ??? ??????.,nonhate,happy
"??????????, ???? ???? ????? ??????? ???? ????? ????????? ???? ?????? ???????",nonhate,happy
??????? ??????? ???? ???? ????,nonhate,happy
???? ???? ????? ???? ????,nonhate,happy
??? ?????? ????????? ????????? ???? ?????? ??????? ????? ???? ?????????,nonhate,happy
"??????????????, ??? ?????? ?? ???????? ???",nonhate,happy
"???????, ?????? ?? ???? ?? ???????? ???????? ??? ?????",nonhate,happy
?????????????? ???? ????????? ??? ???????? ?????? ????? ?? ?? ???,nonhate,happy
??? ???? ??? ???? ???????,nonhate,happy
?????????????? ???? ???? ?????,nonhate,happy
??????? ?????????? ??????? ????? ??? ??????? ?????????,nonhate,happy
????? ?????? ??????? ?????,nonhate,happy
?????? ??? ????  ??? ??????????????,nonhate,happy
???? ???,nonhate,happy
"??????????????, ?????? ??????? ????? ?????? ?????? ??",nonhate,happy
????? ????? ??? ?????????????? ???? ???? ?????? ??? ???? ??? ????,nonhate,happy
??????????????? ??? ?????????? ??? ??? ????????? ??? ????? ???,nonhate,happy
???? ??? ???? ??? ?????? ?????????????? ?????? ??????????????,nonhate,happy
?????? ??? ???? ????? ??? ???? ??????? ??????,nonhate,happy
????? ??? ???? ??? ??????,nonhate,happy
?????????????? ???? ????? ????? ???? ????????? ???? ??? ????? ,nonhate,happy
??????????????,nonhate,happy
"??????????????, ??? ???? ???? ??? ??????",nonhate,happy
?????? ????,nonhate,happy
"??????? ????? ???? ???? ??? ?????, ?????? ??????? ",nonhate,happy
????? ??????? ????? ????? ???? ,nonhate,happy
"????? ???????? ?????? ???????? ???? ??? ????????? ??????? ???? ??? ????,  ??????? ?????? ????? ???",nonhate,happy
?????? ??? ??????? ??????? ????,nonhate,happy
???????. ???? ????? ???? ???? ?????,nonhate,happy
?????? ??????? ???????? ??????,nonhate,happy
???? ??? ??? ???? ???? ??? ?????,nonhate,happy
????? ???????? ,nonhate,happy
????? ??? ?????? ???? ???? ??????,nonhate,happy
?????????????? ???? ???? ???????,nonhate,happy
"??????????????, ?????? ???? ??????? ????? ???? ????????",nonhate,happy
????? ??? ??? ???? ????,nonhate,happy
?????? ???????? ????? ????? ???? ?????? ???? ?????? ??? ????? ?????,nonhate,happy
???????? ?????? ??? ?? ????? ????? ???????? ????,nonhate,happy
??? ??? ??? ?????? ,nonhate,happy
???? ????? ????? ???????!,nonhate,happy
???? ?????? ???? ???? ????,nonhate,happy
?????????????? ?????? ?????? ?????? ???? ????,nonhate,happy
?? ??????? ?????? ???? ???? ????? ?????? ???? ???????? ???????,nonhate,happy
???? ???? ??? ????????? ?????,nonhate,happy
???????? ????? ? ???? ??? ?? ???? ?????? ???? ??? ????? ???????,nonhate,happy
?????? ???? ??? ?????? ??? ??? ????? ??? ???? ???????????????,nonhate,happy
??????? ?????? ????? ,nonhate,happy
??? ????,nonhate,happy
?????????????? ????? ????? ???? ????? ??????? ??? ???? ?????? ???????,nonhate,happy
"??? ??????????????, ???? ?????? ??? ???? ??? ????? ??? ?????????? ?????? ????",nonhate,happy
"?????? ? ???? ??? ???????? ?????? ????????? ????? ????, ?? ??? ???? ?????? ?????? ????????? ??? ???? ???? ???????",nonhate,happy
?????? ??????? ???? ????  ??? ??? ????,nonhate,happy
??????? ???????? ??????,nonhate,happy
?????????????? ,nonhate,happy
???? ?????? ???? ??? ???? ??????? ??????? ,nonhate,happy
????? ????? ??????? ??? ????,nonhate,happy
"?????? ??????? ?? ???? ???? ??? ? ????? ????? ??? ????, ????",nonhate,happy
???? ???? ???????? ????,nonhate,happy
????? ????,nonhate,happy
?????? ????? ?????,nonhate,happy
?????? ????? ????,nonhate,happy
?????? ???? ??????? ??? ?????? ???? ?????,nonhate,happy
???? ????? ???????? ??????? ??????? ??? ?????,nonhate,happy
?????? ?????? ????? ????,nonhate,happy
???? ?? ????? ????? ????? ??? ,nonhate,happy
???? ?????? ,nonhate,happy
??????? ????? ??????? ??? ???????? ?????? ?? ,nonhate,happy
????? ???? ?????? ,nonhate,happy
????? ???? ?? ??? ?? ?????? ??? ?????,nonhate,happy
"????????? ?? ??????? ?? ?????? ???? ??? ?????,????????? ?????? ??????",nonhate,happy
??? ????? ??????? ????? ??????? ???? ???? ???? ?????? ???? ?????,nonhate,happy
???? ?????? ?????? ???? ?????? ??? ,nonhate,happy
???? ??? ???? ??????? ???? ???? ???? ????? ,nonhate,happy
???? ??????? ?????? ????? ??? ?????? ????? ???????????? ????? ?????,nonhate,happy
"?? ?????? ???? ??????, ?? ??????? ???????? ??? ????,",nonhate,happy
??? ??? ????? ???,nonhate,happy
"???? ???? ????, ?? ????? ??? ??? ??? ?? ????? ?????",nonhate,happy
?????? ?????? ????? ?????? ,nonhate,happy
?? ???? ??? ?????? ,nonhate,happy
"???? ???? ???????, ???? ???? ????? ??????, ???? ???? ????? ?? ????'?? ?????? ??????,",nonhate,happy
"???????? ???? ?? ???? ??? ?????? ??? ?????,",nonhate,happy
?????? ??????? ,nonhate,happy
????? ?????? ???? ????? ?????? ???,nonhate,happy
??? ??????? ???? ?????? ??? ??? ???? ???????? ???? ??????? ,nonhate,happy
????? ???? ?? ???? ??? ,nonhate,happy
????? ?? ????? ????,nonhate,happy
??? ???? ???? ?????? ????? ??????? ,nonhate,happy
???? ??????? ????? ????? ?? ,nonhate,happy
???? ???? ?? ???? ??????,nonhate,happy
??? ?????? ???? ??? ?? ??? ???? ???,nonhate,happy
???? ?? ??? ??? ?? ???? ????? ???????? ???? ??? ,nonhate,happy
????? ???? ?????? ?? ???? ???? ???? ,nonhate,happy
??? ????? ???? ??????,nonhate,happy
????? ?? ???? ??? ?? ???? ??,nonhate,happy
"?????? ??? ???? ????,",nonhate,happy
????,nonhate,happy
??? ????? ?????  ??? ?????? ???? ??? ,nonhate,happy
?? ?????? ??? ???? ????? ??? ???? ?????? ??? ??? ??? ??? ??? ??? ??????? ???? ,nonhate,happy
???? ???? ?????? ???? ??? ???? ????,nonhate,happy
???? ?????? ????? ????? ???????? ?????? ???????? ,nonhate,happy
???? ????????? ????? ??????? ????????,nonhate,happy
???? ???? ???? ??? ????? ????? ???? ,nonhate,happy
??????? ??? ,nonhate,happy
??????? ????? ??? ,nonhate,happy
??????? ?????? ?????,nonhate,happy
?? ?? ?? ???? ?????? ???? ????,nonhate,happy
?????? ????,nonhate,happy
??? ???? ???,nonhate,happy
????? ??? ???? ???? ?? ??,nonhate,happy
????? ?????? ??? ?? ????,nonhate,happy
?? ???? ???? ????? ???? ???? ????,nonhate,happy
?? ????? ?? ?????? ?? ,nonhate,happy
???? ?????? ???,nonhate,happy
???? ??? ???? ,nonhate,happy
??? ?????? ????? ????? ,nonhate,happy
???? ??????????? ????? ??? ??? ?????????,nonhate,happy
"????? ????? ??? ???, ??? ????? ??? ??? ",nonhate,happy
?????? ?????,nonhate,happy
???? ?? ???? ,nonhate,happy
"?????????? ????? ???? ?????,???? ???? ???? ?????",nonhate,happy
??? ?????? ?????? ???? ??????? ??????? ???,nonhate,happy
???? ??? ???? ??????,nonhate,happy
???? ???? ????????? ??????,nonhate,happy
??????? ????? ???? ?????????,nonhate,happy
??????? ??????? ??? ??? ??,nonhate,happy
??????? ??? ?? ?? ?????? ??????? ???? ???? ???? ??????,nonhate,happy
??????? ??? ??????? ????? ?????,nonhate,happy
???????? ??????? ???? ?????? ?????? ?????? ??? ??????,nonhate,happy
?????? ?????? ???? ????,nonhate,happy
???? ???? ???? ???? ???? ????? ???,nonhate,happy
????? ??????? ????? ????? ??? ???? ?????? ????? ??? ????,nonhate,happy
?????? ???? ????,nonhate,happy
?????? ???? ?????,nonhate,happy
??? ??? ???? ??-?,nonhate,happy
?????? ?????? ????,nonhate,happy
"??? ?????? ???? ?????, ?????????? ?????  ",nonhate,happy
??? ??????? ???? ???? ,nonhate,happy
?????? ???? ?????? ??????? ????? ???? ?????,nonhate,happy
?????? ?????? ??????? ??? ???? ????? ?????,nonhate,happy
???? ??????? ??????? ???,nonhate,happy
?????? ???? ??? ???? ,nonhate,happy
??????? ??? ??? ???? ??? ?????? ?????,nonhate,happy
?????? ??????? ????? ??? ???,nonhate,happy
???? ???? ?????????? ,nonhate,happy
?????? ????? ?????? ?????,nonhate,happy
???? ????? ?????? ????,nonhate,happy
??? ?????? ?????? ???? ??????? ??????? ???,nonhate,happy
"?????????? ????? ???? ?????,???? ???? ???? ?????",nonhate,happy
?????? ???? ???? ??? ?? ?? ??!,nonhate,happy
"????????? ???? ???? ??, ????????? ????????? ",nonhate,happy
??? ?????,nonhate,happy
??????? ???? ???? ?????,nonhate,happy
??????? ????? ???????? ??? ???,nonhate,happy
???????,nonhate,happy
???????? ??????,nonhate,happy
??? ?????? ????? ?????? ???? ?? ?? ????? ?? ???? ??????? ??????? ??? ?????? ?? ,nonhate,happy
??? ??????? ?????? ???? ???? ???? ????,nonhate,happy
??? ???? ?? ??? ????? ????? ,nonhate,happy
??? ?????? ?????? ?????? ??????? ?????? ???? ?????? ???,nonhate,happy
???? ?????? ????? ???? ??? ??????,nonhate,happy
??? ?????? ????? ???? ???? ????,nonhate,happy
??? ?????? ????? ????? ???????? ????? ??? ??? ????? ???? ????,nonhate,happy
???? ???? ?? ???? ???? ?????,nonhate,happy
??????? ??? ???? ?????? ??????,nonhate,happy
"??????? ???, ????? ???? ????,",nonhate,happy
???? ????? ?? ?????? ???? ???? ???????? ??? ,nonhate,happy
?????? ??? ????? ???????? ,nonhate,happy
????? ?????? ??? ???????? ???.,nonhate,happy
??? ?????? ?????? ,nonhate,happy
????? ???? ??? ??????,nonhate,happy
??? ????? ???? ???? ??????? ????,nonhate,happy
??? ????? ??? ???? ??? ?? ???,nonhate,happy
???? ??? ????? ???? ????? ??? ???? ???? ????? ???? ????? ???? ???? ???,nonhate,happy
???????? ?????? ????,nonhate,happy
??????? ?????? ??????? ???,nonhate,happy
?????? ?????? ??????? ??? ??? ????? ???? ???? ???? ????,nonhate,happy
??????? ?????? ????? ?????,nonhate,happy
??????? ????? ?????? ???? ????? ?????? ???? ?????? ???????,nonhate,happy
??????? ????? ??? ?? ????? ?? ???? ???,nonhate,happy
?? ?? ?????? ???????? ???? ???? ????? ??,nonhate,happy
?????????? ?????? ?????? ???? ?????? ???? ????? ????? ????? ?????? ??????? ????? ,nonhate,happy
???? ??????? ???? ??? ???? ???????? ???? ???,nonhate,happy
?????????? ???? ?????? ?????? ???????,nonhate,happy
???????????? ?????? ??????? ?????? ,nonhate,happy
?????????? ???? ?????? ???? ????? ?????? ????? ????? ?????? ????? ? ????? ??????,nonhate,happy
"???????????, ???? ?????? ???????? ??? ????? ????? ??.",nonhate,happy
???? ?????? ???? ????? ???????? ??? ?? ???? ??? ????? ???????? ?????? ,nonhate,happy
?????????? ??????? ???? ????? ???? ??? ???? ?????,nonhate,happy
?????? ?????? ??????????,nonhate,happy
?????????? ??? ???? ???? ???,nonhate,happy
??? ????? ????? ???? ???? ???????,nonhate,happy
?????? ?????? ????? ???? ???? ???? ???,nonhate,happy
????? ????? ???? ???? ??? ????? ????? ???,nonhate,happy
???? ??????? ????????? ???? ???? ?????,nonhate,happy
?????????????? ???? ????? ??????? ?????? ??? ??? ????? ???? ???????? ??? ?? ????,nonhate,happy
???? ?????? ???? ?????? ,nonhate,happy
????? ????? ???? ???????,nonhate,happy
????? ?????? ????? ????? ??????? ???? ???? ???? ??? ????? ???,nonhate,happy
"?????? ?????? ???????, ????? ?????? ?? ?????? ????? ????? ????? ???????? ??????",nonhate,happy
?????????? ???? ?????? ???? ?? ?? ?????? ????????? ???? ????,nonhate,happy
????? ????? ?????????? ????? ???? ???? ???? ????,nonhate,happy
???? ???? ????? ????? ??? ?? ???????? ?????? ???? ???? ??? ???? ????????? ??? ???? ????? ??????? ???,nonhate,happy
?????????? ??? ???? ???? ???? ?????? ???? ???????,nonhate,happy
??????? ?? ?????? ???? ????? ????? ?????? ???? ?????? ??????? ???,nonhate,happy
?????????? ??? ??????? ?????? ?????????,nonhate,happy
???? ?????? ???? ?????? ??? ???? ????? ,nonhate,happy
????????? ???? ?????? ????? ???? ????? ????? ???????? ?????? ???,nonhate,happy
????? ?????? ?????? ??????? ?????? ????? ??? ???? ??? ?????? ??? ???? ????? ????? ???? ????,nonhate,happy
??????????????? ????? ??????? ???? ?????? ???? ?????? ????? ??????? ???? ??????? ??????,nonhate,happy
??????? ??????? ???? ??????,nonhate,happy
???? ???? ?????? ??? ??????,nonhate,happy
???? ????? ?????? ???????? ?????? ???? ??????? ????,nonhate,happy
???? ?????? ????? ??? ?? ?????? ?????,nonhate,happy
"???? ??????, ??? ?????? ?????????? ??????? ????? ???????? ???? ?????? ????? ???????? ??????? ????? ??????",nonhate,happy
????????? ??? ?????? ????? ????? ?? ??? ???? ???? ???? ???????? ??? ??????,nonhate,happy
?????????? ?????? ????? ,nonhate,happy
?????????? ???? ??????? ????? ???? ???? ???? ????? ???? ???? ,nonhate,happy
???????? ??? ????? ????? ?? ???????? ???? ????????? ???? ?????,nonhate,happy
????? ????? ???? ???? ????? ??????,nonhate,happy
?????????? ????? ????? ???? ????????? ???? ???????,nonhate,happy
??? ?????? ????? ????? ?????????? ?????????? ?????????? ???? ???? ??????? ???,nonhate,happy
????? ????????  ????????,nonhate,happy
?????????? ??????? ??????? ???? ??? ???? ??? ????? ?? ,nonhate,happy
??? ?????? ???? ????? ?????? ??????? ???? ???? ????? ??????,nonhate,happy
???? ??? ????? ????? ????? ???? ???? ???? ???? ???? ????? ???? ??????? ???????? ?????? ,nonhate,happy
???? ??????? ????? ?? ???? ???? ???? ?????????? ??? ????? ????? ?? ???? ???????? ????? ?????????? ,nonhate,happy
?????????????? ?? ????? ???????,nonhate,happy
???????????? ????????? ???? ?????? ????? ????,nonhate,happy
??????? ???? ??????? ???? ?????? ????? ????? ?? ????? ???? ??????? ???? ???????,nonhate,happy
???????? ????? ??????? ??????? ??????? ???? ???? ????????? ??????? ???? ???????,nonhate,happy
?????????? ?????? ??? ???? ?????? ???? ????? ????? ??????? ???? ?????? ??????? ?????? ,nonhate,happy
????? ????? ???????? ??????? ?? ????????,nonhate,happy
???????? ?????? ??? ????? ? ???? ???????,nonhate,happy
??????? ????? ????? ?????? ???? ???? ???? ????????,nonhate,happy
??? ????? ????? ???? ??????? ???? ???? ????? ???? ???? ????? ???? ,nonhate,happy
??????? ?? ??????????????? ??????? ?? ???? ?? ??? ????,nonhate,happy
???? ???????? ??? ???? ???????? ?????,nonhate,happy
?????????? ???? ?????? ????? ?????? ???? ???? ???????? ????,nonhate,happy
???? ???? ???? ,nonhate,happy
??? ?? ????? ????? ??? ???? ????? ,nonhate,happy
??????? ??????? ??? ???? ??????,nonhate,happy
????? ??? ????? ???? ????,nonhate,happy
???? ???? ????? ????? ??????? ???? ?????? ??????? ?????? ??? ???????? ???? ??????,nonhate,happy
??????? ???? ????? ??????? ???? ?????? ??? ???,nonhate,happy
??? ?????? ?????????? ???? ????? ??????? ???? ???? ?????? ??????? ?????? ??????,nonhate,happy
??????? ?? ????? ???????,nonhate,happy
???? ???? ???????? ??? ??? ??? ?????? ???,nonhate,happy
??? ??? ???? ????? ????,nonhate,happy
??????? ???? ,nonhate,happy
????? ????? ????? ?????? ????,nonhate,happy
???? ??? ??? ?? ???? ???? ?? ?? ??????? ??? ??? ?????? ??? ?????? ,nonhate,happy
???? ???? ???????? ????,nonhate,happy
??????? ?????? ???? ??????,nonhate,happy
?????????????? ?????? ???? ?? ???????,nonhate,happy
??? ??? ???? ??????????????,nonhate,happy
???? ??? ???????? ????,nonhate,happy
?????????????? ???? ???,nonhate,happy
?? ????? ?? ?????? ????? ?? ????? ????? ?? ??????? ???????,nonhate,happy
???? ???? ????? ???? ????? ??? ?????????????? ,nonhate,happy
???? ??? ???????? ,nonhate,happy
"??? ????? ?????, ?????? ??????? ????????",nonhate,happy
???????? ????,nonhate,happy
 ???? ???? ???? ??? ???????? ????? ???????? ???? ,nonhate,happy
????? ???? ??? ???????? ????,nonhate,happy
?????????? ??????? ???????,nonhate,happy
???? ???????? ????? ????,nonhate,happy
?????? ?????? ??????,nonhate,happy
??? ????? ???? ,nonhate,happy
??? ???? ?????? ? ?????? ?? ???? ?? ????? ????? ???? ??????? ?????,nonhate,happy
????????? ???? ?????? ???? ?????,nonhate,happy
????????? ???? ???????,nonhate,happy
??? ?????? ????? ????? ??????? ?????? ,nonhate,happy
??? ???? ????? ????? ?????? ?????? ??? ????? ???? ??? ?????,nonhate,happy
??????? ????? ?????? ???????,nonhate,happy
???? ??? ???,nonhate,happy
??? ???? ??? ??????,nonhate,happy
??????? ?? ????? ?????????????? ,nonhate,happy
"??????? ???, ????????? ??????, ?????????? ?????? ???????!",nonhate,happy
?????????????? ?????????? ,nonhate,happy
??? ??????? ??? ??? ?? ??? ???? ????? ?????? ??? ???????????,nonhate,happy
???????? ?????? ???,nonhate,happy
????? ?? ???? ?? ???? ????? ?? ??? ,nonhate,happy
????? ??? ????? ?????? ??? ??????,nonhate,happy
??????? ???????,nonhate,happy
?? ??? ?? ??? ,nonhate,happy
????? ???? ??? ???? ???? ,nonhate,happy
?? ???? ????? ??????? ???????,nonhate,happy
"??? ??? ???????? ??? ??? ???? ??? ???????? ????????? ????, ??? ????? ????!  ???? ????????",nonhate,happy
"?? ????? ??????? ??? ????? ???? ????? ??? ???? ?????, ?????????? ????",nonhate,happy
